{'value': {'iter': 14, 'mutation_prob': 0.2382728234032922, 'food_benefit': 4, 'adj_risk': 4, 'kill_reward': 16}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 457.96942216704366}
{'value': {'iter': 15, 'mutation_prob': 0.6461944560396001, 'food_benefit': 2, 'adj_risk': 9, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 632.9821683300991}
{'value': {'iter': 15, 'mutation_prob': 0.6461944560396001, 'food_benefit': 2, 'adj_risk': 9, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 423.7671691955197}
{'value': {'iter': 15, 'mutation_prob': 0.6461944560396001, 'food_benefit': 2, 'adj_risk': 9, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 500.90815176860497}
{'value': {'iter': 15, 'mutation_prob': 0.6461944560396001, 'food_benefit': 2, 'adj_risk': 9, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 403.7409276176559}
{'value': {'iter': 15, 'mutation_prob': 0.6461944560396001, 'food_benefit': 2, 'adj_risk': 9, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 365.69620836084835}
{'value': {'iter': 15, 'mutation_prob': 0.6461944560396001, 'food_benefit': 2, 'adj_risk': 9, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 528.2493001878005}
{'value': {'iter': 15, 'mutation_prob': 0.6461944560396001, 'food_benefit': 2, 'adj_risk': 9, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 359.0183315389431}
{'value': {'iter': 15, 'mutation_prob': 0.6461944560396001, 'food_benefit': 2, 'adj_risk': 9, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 488.1918882613089}
{'value': {'iter': 15, 'mutation_prob': 0.6461944560396001, 'food_benefit': 2, 'adj_risk': 9, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 401.828520292834}
{'value': {'iter': 15, 'mutation_prob': 0.6461944560396001, 'food_benefit': 2, 'adj_risk': 9, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 548.1168255764488}
{'value': {'iter': 15, 'mutation_prob': 0.6461944560396001, 'food_benefit': 2, 'adj_risk': 9, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 451.1723465021835}
{'value': {'iter': 15, 'mutation_prob': 0.6461944560396001, 'food_benefit': 2, 'adj_risk': 9, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 457.4532511953952}
{'value': {'iter': 15, 'mutation_prob': 0.6461944560396001, 'food_benefit': 2, 'adj_risk': 9, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 466.53065471747624}
{'value': {'iter': 15, 'mutation_prob': 0.6461944560396001, 'food_benefit': 2, 'adj_risk': 9, 'kill_reward': 18}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 434.4460562335812}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 464.64152766975116}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 450.07640554404423}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 388.7732302731538}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 634.2723355831268}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 484.49123548405896}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 449.08114304579243}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 581.3413361743263}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 574.296568102026}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 454.11080114768083}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 533.6721931526502}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 393.0178088625062}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 480.18089106450003}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 425.7103036445356}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 396.7928479251031}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 409.17958037651374}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 350.15900152329795}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 419.2768249486287}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 441.4898896783167}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 477.17243740821175}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 460.3535237324219}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 420.7065436246894}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 378.0421275330697}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 519.018824168192}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 358.37504826709795}
{'value': {'iter': 15, 'mutation_prob': 0.5859232612405769, 'food_benefit': 4, 'adj_risk': 8, 'kill_reward': 19}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 479.86623818717544}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 403.8573096322436}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 425.98205873039194}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 434.22359084120336}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 453.5951991734166}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 318.427009246166}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 499.62669781913223}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 448.85923815881455}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 456.79460769170106}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 405.3910511486238}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 534.7793009421345}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 498.51473266227913}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 501.6714684902596}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 320.78899847267314}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 370.3268957778478}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 342.2096153112308}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 434.68113842892666}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 633.9769901130101}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 481.9518538711822}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 467.6069507903546}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 356.71290451234626}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 460.0214400488294}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 484.93154988688457}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 418.01695515326077}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 511.7644052770594}
{'value': {'iter': 13, 'mutation_prob': 0.6540252699665875, 'food_benefit': 2, 'adj_risk': 6, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 363.76417779110375}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 380.2356622651959}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 442.9430344974435}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 389.0631911190978}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 461.7774071252363}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 341.24320055828906}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 365.210562218031}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 438.6845409251423}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 381.87147726183935}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 477.6059798414978}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 435.7207494312453}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 401.9928555923088}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 513.7116420918013}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 432.3191983942623}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 296.58018384594493}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 432.2737927623855}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 427.4062607982064}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 451.06495174958985}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 394.75154639941763}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 485.02273876679135}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 409.3842438088942}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 396.28352834215025}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 553.9975800797725}
{'value': {'iter': 13, 'mutation_prob': 0.6880155293025929, 'food_benefit': 4, 'adj_risk': 7, 'kill_reward': 20}, 'range': {'iter': [1, 25], 'mutation_prob': [0.0, 1.0], 'food_benefit': [2, 10], 'adj_risk': [1, 12], 'kill_reward': [5, 20]}, 'fitness': 545.2922907539025}
